stripe_id,kon,kon_err,koff,koff_err,r,r_err
0.666666666666667,0.716458519645491,0.0456019330883283,0.660758078771252,0.0239739428557119,89832.8859378421,4185.7539854489
1,1.02625368550994,0.0497972699854498,0.546229366283138,0.0266357190874621,111902.234122783,5400.02194521327
1.33333333333333,0.734356142755934,0.0397422330915751,0.655064313595469,0.0227761419633136,90502.3185997473,3887.88321248762
1.66666666666667,0.570861726448102,0.0308347811045042,0.77958156824148,0.0193588672597786,62049.476092783,2039.36406071343
2,0.90821672684594,0.0318746264546392,0.834602966877198,0.0220874523592435,80614.0743183501,2183.85218956346
2.33333333333333,0.647733422436652,0.0418247925465694,0.871741707837961,0.0160530931330679,66205.9658648528,2382.10788884696
2.66666666666667,0.361973280270096,0.0176186993006544,0.852984633292676,0.0162763047653467,62827.5469895452,1452.89493514286
3,0.736722253337508,0.013508330451892,0.622109393132754,0.0129505550783919,97922.4152238601,1446.39938665198
3.33333333333333,0.577145129140896,0.0200112760680872,0.800763675578486,0.0210419083687947,82131.2484850522,1869.07912844154
3.66666666666667,0.508887305195891,0.036240208881697,0.693662806324818,0.022598128742808,57671.4508956893,2278.06782176837
4,0.933887401670792,0.0221327495980161,0.705145643770932,0.0112961268945582,91565.0577940287,1359.27883819151
4.33333333333333,0.860162531609754,0.0279158820771707,0.767818288428225,0.0116007319915783,81681.4906368383,1880.08351164331
4.66666666666667,0.326249123886678,0.0189341422531145,0.71422701137954,0.0162216056773948,65271.9744073916,1473.08019248811
5,0.47821440931459,0.0183151098123662,0.723661263108195,0.0200914067124732,73698.5102271977,1953.03010556068
5.33333333333333,0.404912043767357,0.0229683794629228,0.776082376900889,0.0231774396508527,70526.7268980456,1772.22327090522
5.66666666666667,0.47987574879344,0.0219455735197772,0.752197000773402,0.0132051047297481,74700.7361839526,1420.5891122232
6,0.800223658200795,0.0250756765344566,0.750299790121685,0.016005139638437,88509.4481260848,1453.75497084233
6.33333333333333,0.433645106384654,0.0300334617470123,0.738917727429585,0.0172746791485867,68981.601776552,1981.85123562105
6.66666666666667,0.492516532415541,0.0342933803549033,0.599442260086862,0.00988822841447526,69902.927480213,2236.94467954167
7,0.942555527948629,0.0313705323309548,0.522019971206048,0.0169628523962364,97229.6191099192,1874.8556113138
7.33333333333333,0.737823346102845,0.0327118198643002,0.60487973022415,0.0137023677392208,84816.2384573976,1910.45132487665
