ncID,AP,PureReal,kon_orig,koff_orig,kon_fit,koff_fit,trace_fluo
1.0576,0.31766462494925,0,0.00644434688838653,0.0210455306676887,0.00468170436934812,0.0221109986707113,77657.7205397335
1.0682,0.489818982086295,1,0.0185376261855292,0.0103752133554657,0.0172401017083142,0.00802034419661687,220166.569436828
1.0572,0.30876265728081,1,0.010312134837151,0.0209371122152077,0.00946673873159726,0.0185453643521135,181239.346528609
1.0811,0.5711217530534,1,0.0544978662490479,0.025140968828496,0.0291128455657371,0.0131913272116332,178837.633243386
1.0756,0.513070859365617,0,0.0262552688799093,0.078654090970235,0.00944003521375035,0.0234351534100157,74968.9234258781
1.0518,0.296709708457117,1,0.0127148281094475,0.0192878285549291,0.0111542814222472,0.0151805271812703,131698.709756286
1.0619,0.418345257878147,1,0.004874419085207,0.0255061550237605,0.00467565967377575,0.0242822603044617,72378.342442123
1.0849,0.473624440049601,1,0.0119009880958927,0.0138099248698672,0.0103604092845662,0.00986602920652096,114793.661229225
1.0802,0.524284055419627,0,0.0266852341870209,0.00873055656061676,0.0192690696753661,0.00504440912873206,193552.263834987
1.0681,0.490758070230594,1,0.026692862937298,0.0111279036524032,0.0198241725206883,0.00937394976582635,235272.099408807
1.0834,0.55677828758826,0,0.00779925615914581,0.0136560959248969,0.00674562012291337,0.00852682515886126,93172.7357184363
1.0566,0.284128629070787,1,0.0150163542484897,0.00983162399631601,0.0117618032442545,0.00860421818593795,249615.023907789
1.0587,0.338529568211584,0,0.00314151431528218,0.0180159026954752,0.00264960148067474,0.0144888406195783,33170.2057792103
1.0806,0.552764476120838,0,0.00572662301497742,0.0101558603539623,0.00493647299958016,0.00711834771971124,105248.047722702
1.075,0.466159812748502,0,0.00179498388270378,0.192414760480773,1.11023127276546e-14,0.0793741077331881,9200.30699280472
1.0641,0.47631732152493,1,0.006703766119233,0.0173169068521617,0.00626596067821103,0.0151923348919478,82112.4061170819
1.0621,0.420392045217304,0,0.00505710486109146,0.0201830766490418,0.0042886810358011,0.0151608868510633,50472.6588462367
1.0612,0.388802908805954,1,0.0141884782535597,0.0148482774482574,0.0119359746510955,0.0128646051631529,163671.101738775
1.0752,0.46901742507145,1,0.00319663329155027,0.00942496239280225,0.00319663329155027,0.00942496239280225,45620.0106498968
1.0704,0.493403678911071,1,0.0208426495335901,0.0102263041445795,0.0184876113841959,0.00599639357393714,183724.760799179
1.0523,0.298418185569564,1,0.0101703025022832,0.0222943838207545,0.00755147342933167,0.0114172606289403,97535.1735651337
1.0554,0.26144308829547,1,0.0184044734060624,0.0267632989959135,0.0098790567412365,0.0200617437318295,192193.783806317
1.0536,0.36913620595014,1,0.00413913988121563,0.0146430391522108,0.00413955366098815,0.0146068380899908,165061.04235438
1.0711,0.505635210239131,0,0.00306561864084449,0.0156247173442971,0.00295913824031216,0.00961829864059765,64214.7574934365
1.0622,0.425111779134443,0,0.00387764682627969,0.0172583867925971,0.00311651685400155,0.0103678907730496,31271.1130836532
1.0782,0.568280695994938,1,0.0235454321938957,0.00541330154496135,0.0156052581440892,0.0038574645983568,209545.946360962
1.0873,0.550046618468827,0,0.00346149592444338,0.01140999314681,0.00330503886523609,0.0125213373894187,38853.0193015596
1.0637,0.462538235341855,1,0.00222761027609762,0.010940963047555,0.00222761027609762,0.010940963047555,25341.9684348275
1.0575,0.298453767226436,1,0.0105065564952786,0.0288935412688583,0.00756783091637524,0.0174810676873109,106052.578352338
1.0562,0.271845324695233,1,0.0162715498236896,0.0215287979298598,0.011723354593283,0.0148293406923134,199455.033423712
1.0569,0.29481505472869,1,0.0355816820835361,0.012524128065412,0.0272167249790012,0.00758619446805357,194458.64454167
1.0538,0.383764703683167,1,0.0231242597367791,0.0153180166993273,0.0183390790016516,0.0124228586253624,149197.130034594
1.0581,0.317965130494935,0,0.00335782917997431,0.01735322256693,0.00275914125166378,0.0125564232582415,38158.5604834359
1.0473,0.290387957896218,1,0.0111250259070325,0.0360122150905413,0.00635436208980637,0.0214596606829215,183383.273278547
1.0804,0.545072833379493,1,0.00549433707229847,0.0196284722325234,0.0046468754359704,0.0145518909607845,35672.9874595601
1.0757,0.502525031127086,1,0.00532922667775183,0.0204849403428633,0.00335679060179098,0.0108186519166153,96406.8136972923
1.0608,0.39293912528519,1,0.0225121092635082,0.0152866517039501,0.0181694833871124,0.0145738140703283,203136.872709635
1.058,0.330672346770399,1,0.00174629454071152,0.00290585305638532,0.00147996913860842,0.00291317520757535,35510.2290038286
1.0602,0.382655612981126,1,0.0152206468047993,0.00963413269490331,0.0118246790439324,0.00850163164061277,158544.313260195
1.0683,0.495401113707634,1,0.00447368210425039,0.0105222386834421,0.00421456199440279,0.00895688494168802,126882.547343636
1.0697,0.277838466924323,0,0.0220063041121106,0.0178949902632988,0.0116624056426695,0.00696486532963925,157627.674572295
1.0776,0.559339126614569,0,0.0267941364087215,0.0147533842166365,0.0174617837830838,0.00714482554199916,146651.42644206
1.0625,0.427845462138547,1,0.0176025136674599,0.0180942966848444,0.0171055876123236,0.0152539798540009,93784.7325717554
1.0521,0.293547117457065,1,0.119682449762589,0.00706796468011806,0.0514465746117707,2.22047630375663e-14,337869.694576138
1.053,0.367209936125718,1,0.00543442254255221,0.0147292709049432,0.00520491853761088,0.0112621972178039,106201.690803801
1.0678,0.488901674689134,0,0.0191889082175594,0.0103134337974694,0.0144125335159169,0.00721180752595434,205773.913559086
1.0766,0.534646850350441,0,0.00142895084726584,0.00938330084054303,0.00139331714725853,0.0119446917791035,25573.4232695348
1.0616,0.404021167464217,1,0.0176996350710776,0.00827051483499376,0.016500958156714,0.0062726666096772,137061.041295032
1.0611,0.408359882448462,1,0.0336547289463869,0.0359875939678343,0.0182853354750308,0.0127342336384746,120091.1592977
1.0519,0.274879433219706,1,0.0248609668410246,0.00924437484174997,0.0201688866856286,0.00662901738776928,251265.88256688
1.0537,0.372219464085089,1,0.0124988697906892,0.00698681257472921,0.0124506037611493,0.00621988916490394,189761.493669851
1.0844,0.380086980353582,1,0.00571988516306396,0.0251215327408086,0.00466319446846006,0.0207937317645216,109908.914287856
1.0665,0.451274383944993,0,0.000929795213923208,0.00424097198589258,2.11348578401247e-05,4.18261457279552e-14,16236.0225905321
1.0532,0.360139422691477,0,0.00350409980625512,0.0138156105966321,0.00316013984648721,0.0104633996290449,50016.9953557654
1.0856,0.264400575043074,1,0.0139635655639604,0.03722734847846,0.00948356082899915,0.0254491303627918,111613.250398173
1.081,0.559528099803371,1,0.0162122308392076,0.0136657764751298,0.0131833645032289,0.0109868440480644,145076.507610488
1.0559,0.269521909228616,1,0.00299200861898904,0.00615119355364596,0.0027212907261979,0.0061667376302509,76131.0717830786
1.0717,0.542466263549514,0,0.002571352497966,0.0262574473118808,0.00273740570770763,0.00357304501465645,19819.3170723842
1.0658,0.261736936574061,0,0.000590567992453185,0.0255066114779056,0.000580496034976189,0.0246215256976151,22945.9536558243
1.0553,0.261224236565293,0,0.00328186242561747,0.00955184886403713,0.00299288494202052,0.00588087639260855,85010.9011761245
1.0783,0.578331215668303,1,0.00241179807995326,0.02903073615638,0.00217651747974994,0.0290271025183825,39926.5076585266
1.0815,0.57659521256766,1,0.0210781991456549,0.00645442259908765,0.0144260843741886,0.00465888052261889,188082.630519783
1.0615,0.398982626407533,1,0.0138451211514622,0.0222632991087772,0.0118165963247121,0.0176450382678116,98462.0991444784
1.087,0.516409676012703,0,0.00327857380206896,0.00895868333515249,0.00330809916485908,0.00582973739639032,74553.3946814778
1.0685,0.505061590904131,1,0.00314138428761356,0.0441662798999815,0.00314138428761356,0.0441662798999815,112136.255930292
1.0754,0.481308193670003,1,0.00479430421091026,0.0096642967251877,0.0047577306122716,0.00592655593803682,108721.526760981
1.0617,0.414479174261437,0,0.00465373647795962,0.0220248273630613,0.00471208774942736,0.0137914289024836,36702.9895331791
1.0798,0.477722630242821,0,0.00556086200670564,0.015294953961571,0.00513849218740323,0.0095402546678676,72703.4463937234
1.08,0.514931046992191,1,0.0208373733001059,0.0186777370183469,0.0186750238907116,0.0161618761587375,188653.26193355
1.0813,0.579925399740864,1,0.0111728843702332,0.0176001840160645,0.00720207044686153,0.0115686701224024,161671.707865848
1.0863,0.585467199030743,1,0.0182202998689538,0.0356507988693222,0.0126792962922223,0.0257583487232066,158437.185328361
1.0614,0.414662941568338,1,0.0126798440712688,0.0118919338667445,0.012509491603144,0.00942740804729127,123498.775963543
1.0687,0.518081101091799,1,0.0146357601322231,0.0547402889113202,0.0109355964960186,0.0441083410260798,172882.024745502
1.0853,0.581664368748256,1,0.00470579466263189,0.0182298958474579,0.00452801941299467,0.0106879974341042,89411.2167595659
1.0786,0.577710879991847,1,0.00775310685571379,0.0182194048671382,0.00636858680098117,0.0110935876393408,97558.1970718358
1.0809,0.565979322921131,1,0.0127388425327907,0.0126001392874475,0.0120731376432219,0.00742120119890919,123387.204355544
1.0785,0.577010843194149,0,0.00260378799183387,0.0182476750106678,0.00229538279207687,0.0156079691219383,25693.8936932431
1.0797,0.409092222810672,1,0.0111229373454912,0.0192483044458936,0.0103590775002966,0.0153677018669458,80378.4707832914
1.0895,0.285098118969906,0,0.00971268493546882,0.0152209484265833,0.00775294033627157,0.00795090886561227,113436.257367528
1.0799,0.492735603524435,1,0.00946145182544509,0.0251503849828266,0.00734035263564637,0.0196537553571413,127096.195468615
1.1001,0.416728206728576,0,0.00381562497556594,0.0132316590529361,0.0033653791978075,0.0101094006889004,42858.7964446706
1.0837,0.591872621898126,0,0.00101531608300974,0.0217055054619472,2.54316239945659e-11,0.0126974789669854,42234.8798672841
1.0805,0.548209914602946,1,0.00981725361397248,0.019683348363074,0.00948909720548043,0.0185931293993136,88351.1587436257
1.0924,0.278279278771177,1,0.0196414881325388,0.0151176199746624,0.0177643834627908,0.0133645478494246,199195.327515115
1.0779,0.566200946837624,1,0.0250680762004226,0.0091687251647287,0.0198889567183671,0.00705476014585715,198768.45661636
1.0723,0.548635389879653,1,0.0132554127450083,0.0241944812343789,0.0111010154784171,0.0167234390370358,113945.92529693
1.0755,0.490302354380157,1,0.0264982363622306,0.012548431436174,0.0209547228324299,0.0087645873964317,163641.78572721
1.0807,0.55290976615309,0,0.01451690433382,0.0148965019630398,0.0135403603988939,0.00938236205291518,131308.018733098
1.0841,0.599250395616408,1,0.00245096281592018,0.0134084115339349,0.00244975832871895,0.0133174180821004,79748.4850628459
1.0891,0.559582485265715,1,0.0251889042244032,0.00605917734836297,0.0216215392974351,0.00598552708381677,243305.228863534
1.0702,0.460408660930155,1,-0.000350960357897533,0.0030101383940709,1.11022326639835e-14,0.00304851700045818,25638.2298595184
1.0905,0.580182820881773,1,0.0146274800694194,0.0132136898079387,0.0118965396981895,0.0114521268260606,178981.911464965
1.1063,0.367669246147838,1,0.0220035666156717,0.0115219696502577,0.0164984670275477,0.00861547153488864,168855.960095305
1.105,0.522865120312716,1,0.00731580187662934,0.0298221413100053,0.00721906302078644,0.0277321513700397,89000.1928487758
1.1056,0.381515106477104,1,0.0070272678372599,0.031724237462044,0.00569822874014253,0.0291406129495666,152403.891236443
1.1074,0.295340710528282,1,0.00722583943308295,0.0200878662464427,0.00571213446004398,0.0126866266221581,123130.341547627
1.1026,0.505196315530537,1,0.0054221887968025,0.00826992452088881,0.00521757493305292,0.00810955378628205,85888.2265366247
1.0893,0.568035087145406,0,0.00671661083859086,0.0203262424867831,0.00759817689120472,0.0162119596207131,106166.305122276
1.0832,0.535070235380854,0,0.00147457104231057,0.00460402033825139,0.00140303573325015,0.00128237152103773,50498.5196235017
1.1061,0.541712443509994,1,0.0030847876263222,0.0406978635580916,0.00307777399631946,0.0407372567429704,31473.0737160571
1.1047,0.358033698432744,1,0.00989028357945392,0.0134489465129776,0.00860300468511773,0.0136512976573713,95908.0994236194
1.1085,0.599982998935778,0,0.00286593008143412,0.00648383642807204,0.00320517137345406,0.00944966747830231,73877.0882484816
2.0408,0.603444354447394,0,0.00688578907467007,0.0247279118500732,0.00500182924421567,0.0141078594511343,68892.7371656822
2.0361,0.718872981437719,1,0.00870561106658973,0.0152579668550428,0.00870561106658973,0.0152579668550428,60634.7399975907
2.0578,0.551280287369404,1,0.0283212484912908,0.0274395799736721,0.0172452183401518,0.0140276002912217,157427.00109473
2.0399,0.637708936809593,0,0.0011795758607666,0.00621712537705328,0.00157561043499129,0.00868848866217236,29601.9915523438
2.0331,0.670587937861387,1,0.00226408588753349,0.00848700058071509,0.00226408588753349,0.00848700058071509,30689.2297672465
2.0421,0.589299914535274,1,0.000489772231592997,0.00128552241472427,0.000489772231592997,0.00128552241472427,11890.0454173167
2.0599,0.461057215764326,1,0.00557520241418832,0.0172322647864455,0.00553288073103833,0.0154244798394067,79794.5461634695
2.0556,0.462099818103611,0,0.00140226916814099,0.0128184578955715,1.48520095146238e-14,0.00600029518381691,7555.01074618897
2.0377,0.687611724542136,1,0.00572220470849359,0.0135318587964589,0.00453242091049349,0.00965885246582522,105188.402958448
2.0512,0.4775034651327,0,0.0465283828060266,0.0112170691321411,0.0415121760068466,0.00828649519903906,194657.502439057
2.0327,0.7208840072842,1,0.0106430002758267,0.0160299428697522,0.0105029096803497,0.016055764453941,79770.348921734
2.0482,0.673204671277868,0,0.00240493039220056,0.0176210321154231,0.00238709211487615,0.0173642439304955,27366.3997698051
2.0598,0.466364958008861,0,0.00526083309861483,0.00827558182712863,0.00486299463254624,0.00624954562996637,101009.825397691
2.0353,0.743679349962138,0,0.00195505273116723,0.0166242454514891,0.00131823548710609,0.0124383544368623,20994.8787856986
2.0405,0.627357310348862,1,0.0122095114544773,0.0172905064913932,0.012188742107736,0.0169718964231096,107303.755146961
2.0551,0.478318328248277,1,0.0203354475296398,0.0170876372852221,0.0153482016037106,0.0105979702462925,185077.665642543
2.0364,0.706088989552786,1,0.0159052410438502,0.0284636813448911,0.0146785106122227,0.022675493059095,90683.1383089077
2.0524,0.542061322339118,1,0.0151442540057758,0.0112074399154242,0.0124851884243792,0.00741410600885115,130719.136393301
2.0403,0.619422525337001,1,0.00904599518789326,0.0181037226708259,0.00888578040141721,0.0179158067326542,65613.5239635902
2.04,0.629539723760254,1,0.0056798739192677,0.0137927951166705,0.005646131537599,0.0128862007805362,125311.109408387
2.0417,0.606256228785971,0,0.00351103260725453,0.012681046080256,0.00251508070543857,0.00947040094792383,48819.5399275319
2.0546,0.474398459940051,1,0.01753068451443,0.00702507978923465,0.0153369548611079,0.00680711947072723,195279.1714969
2.0396,0.644208177925736,1,0.00229889859320246,-0.0107074165560623,0.00316596545417378,2.22044616123787e-14,58201.568419321
2.0328,0.696792708949188,0,0.00751642800633645,0.0152864790894935,0.00655444835249109,0.0121214365174455,83159.5187856547
2.0401,0.617899582033352,1,0.00556096588476453,0.0104213250228281,0.00556096588476453,0.0104213250228281,136271.098665138
2.0685,0.67297596077695,1,0.00152957292000586,0.00338612713538501,0.00152957292000586,0.00338612713538501,53696.6335410404
2.0387,0.661059581651509,1,0.000957446456445957,0.00164424156955733,0.000957446456445957,0.00164424156955733,27262.0281926786
2.0509,0.527045692004394,1,0.00438406597710955,0.0110262123023153,0.00431234656186589,0.0110304112633444,57732.5178550181
2.0332,0.639391379979578,0,0.00145037713891016,0.0195412228069779,0.00145387992495646,0.0182450852592271,12512.8209763443
2.0542,0.487091245560381,0,0.00426015428640188,0.0182612062030727,0.00340849439165351,0.0103985442137826,53532.2909284381
2.0365,0.713785379329989,1,0.00958839763404689,0.0140902971504852,0.00814488409422702,0.0102782822519286,100710.528806095
2.0397,0.628246868086606,0,0.0040064490634634,0.0206777105161262,1.73621329941117e-12,0.0166173396311177,68759.3568541774
2.0376,0.68175123821199,1,0.0040197289612013,0.00614905391328633,0.00396129888081345,0.00615938854795356,67134.3460569819
2.0419,0.595067756333099,0,0.000313532191638811,0.00120424399795731,1.11022307123971e-14,0.0010484959047242,2897.05613693616
2.0597,0.470269455337307,1,0.0104240118169783,0.00515037567720908,0.00858052943986716,0.00426133430890152,210783.444944381
2.0372,0.686541928321579,1,0.00666187771003818,0.0106330869000436,0.0052551099622896,0.00865626543351899,109546.009023358
2.0385,0.659824257908141,1,0.00223629387954902,0.00417177306646812,0.00223629387954902,0.00417177306646812,24507.1601525733
2.0395,0.631330312310158,1,0.00725945681407123,0.0142338056732877,0.0064778356478156,0.011799869882888,84428.4049366412
2.0617,0.496612024865817,1,0.00428305898176263,0.0189873462116655,0.00379270023391236,0.0134110448813176,80096.1385439441
2.0496,0.548739996658467,0,0.00901621979171426,0.0179639873439923,0.00687770780280253,0.0103404766899691,92426.874371475
2.0386,0.659392920265815,1,0.000937056959634055,0.00909220437912387,0.000937056959634055,0.00909220437912387,9122.8929904722
2.039,0.646868172990995,1,0.00288667780759912,0.0074303697983236,0.00288667780759912,0.0074303697983236,92128.2399987414
2.0594,0.484728778556271,1,0.0144550665065029,0.0177600115192048,0.0112662010430796,0.0139144830756365,145239.808960681
2.0624,0.519180952600698,0,0.00597761412687524,0.00876184546153561,0.00619043093953905,0.0039244393579448,51636.7939445627
2.0484,0.637085979681289,1,0.00743969861276635,0.00878043164392302,0.00712604782343461,0.00774933080668848,102199.535211857
2.0688,0.627316651680122,1,0.00193563796228907,0.00290389247831021,0.00187999449425393,0.00289862231836434,29251.308731303
2.0402,0.618083445309184,0,0.00959122415779263,0.0175640254157403,0.00798873673398246,0.0176844583405371,59739.6259506889
2.0572,0.648707126931345,1,2.61439574314631e-05,-0.000101476404501184,2.70148010541889e-05,2.22044607229415e-14,6058.80844642272
2.0349,0.759249983146828,0,0.00178427276382979,0.0334857419813342,0.00118682369647512,0.0329535083043754,15696.7991561649
2.037,0.70038865771444,1,0.0218512517355347,0.011046387346657,0.0192891945155157,0.00941920558837342,169512.616961001
2.0483,0.682627976481472,1,0.0060446351886753,0.0117775177323698,0.00586774061909339,0.0117920449527921,97081.6538156408
2.0369,0.689119879418791,1,0.00471677110883633,0.0160078679196761,0.00300618645792936,0.010702633343202,74116.4267972559
2.0627,0.453494699960379,1,0.000574518199144094,0.00552307385366216,0.000574518199144094,0.00552307385366216,38924.0881601814
2.041,0.616944052908339,1,0.00527488629784787,0.0130679025664542,0.00521593436594399,0.0109500355622037,70172.0368014831
2.0705,0.727364749534529,1,0.00945290446871621,0.0333845977183157,0.00663722416237733,0.0175577638611206,53145.251165175
2.054,0.489669009461963,1,0.00997193795822019,0.0258964742485238,0.00738383566979463,0.0131893396044331,93604.6162613324
2.0373,0.681926971546509,1,0.00698378531474562,0.017982580333455,0.0060195523553261,0.0148488206911985,107509.196306384
2.0374,0.694700361787752,1,0.00747029950906923,0.017812137616715,0.0061576718173017,0.0136955010697478,90558.0818555278
2.0381,0.668526581544866,1,0.00241733903441811,0.00031609557805255,0.00241733903441811,0.00031609557805255,65749.9688102246
2.0367,0.705664817688667,1,0.00966255343360661,0.0257247136357553,0.00862660969089893,0.0193789733609673,80134.2794072774
2.042,0.585685065328582,1,0.000130489584821424,0.00044449387461358,0.000130489584821424,0.00044449387461358,17005.7925586125
2.0366,0.709640217083949,0,0.00865478469366601,0.0200299374342583,0.00688880510747886,0.0145626224581143,67519.2526333025
2.0654,0.486978303588898,0,0.00388123594349585,0.0193885644583398,0.00247405307639812,0.0114988252324896,75193.1810520737
2.0469,0.760008357387206,0,0.00393068551474083,0.00990747157889684,0.00362000671163695,0.0123031694403948,71020.3131778424
2.0362,0.721684459995487,0,0.00711374006433318,0.017977171870488,0.00625509716312653,0.013238873369712,51208.9587251764
2.0601,0.463048136936879,1,0.0126066457599698,0.020315479388329,0.00650979023195976,0.00859808351781111,117885.066015513
2.0382,0.669042803616632,0,0.00147967136081215,-0.000166116034284745,0.00150338034270478,2.22044634346929e-14,26276.1299065262
2.0394,0.644434899043079,1,0.00455403534121655,0.00655757158602526,0.00455403534121655,0.00655757158602526,49192.4006594207
2.0368,0.699587746747137,1,0.0158005313870627,0.0178809275691162,0.0119190413658844,0.0112159570292621,116115.52262197
2.038,0.662752481391923,1,0.000890781277038904,0.00055816521589253,0.000890781277038904,0.00055816521589253,48838.4860602501
2.0407,0.613729737601077,0,0.00289523369773889,0.0114325245444571,1.19448412699843e-14,0.00903991207252986,78020.3051206515
2.0383,0.66690973315271,1,0.00167365593610307,0.0030252916442032,0.00167365593610307,0.0030252916442032,44072.8900014412
2.0683,0.710651105952697,1,0.0175402363909556,0.019399616265394,0.012700136508605,0.0126292829230969,153196.96550515
2.036,0.724353853804361,1,0.0121931743363193,0.017298516204898,0.0121931743363193,0.017298516204898,132396.966005798
2.0404,0.627373321389604,0,0.00617218850523867,0.0130714924024284,0.00592165333791468,0.0112117047724158,94576.535317047
2.0574,0.606601291240736,0,0.00662621586208081,0.0171371690175236,0.00466545194679132,0.0124049531799969,68258.3762699116
2.0418,0.599217119657703,1,0.00183250875935152,0.01202140036095,0.0018011554850451,0.00939222272478237,45918.2039482697
2.0588,0.493328770624441,0,0.00157190913832126,0.0213883496886274,0.0012920631771822,0.0116729160900654,8342.61772101458
2.0378,0.671905979488781,0,0.00160132710023549,0.00422867925113276,0.00121794209973713,0.00317113559425004,63613.5473234856
2.0409,0.608246072264931,1,0.00200403109411466,0.00591248491596375,0.00200403109411466,0.00591248491596375,73722.9582519675
2.0406,0.618043135853854,0,0.0110603989547068,0.0117965760811049,0.0103561672243655,0.00949030224224985,93742.0922995594
2.0347,0.770362504951129,1,0.00727628442993922,0.0139054730897885,0.00635165033256346,0.0111276255242243,120204.540710909
2.0358,0.726716167155497,0,0.00782223762986559,0.00914181804666228,0.0075662022746585,4.91230833425893e-14,48072.2477054154
2.0622,0.4559656887065,1,0.00129994663485918,0.00773728318110259,0.00129994663485918,0.00773728318110259,28735.6673669228
2.0549,0.477749416091968,0,0.0168244755372712,0.0118512703528161,0.0145797199899989,0.00768355582371984,142726.738237821
2.0371,0.702924387284368,1,0.00890410922330036,0.0210778390705832,0.00890410922330036,0.0210778390705832,114225.396638715
2.0428,0.566599356873174,1,0.00614376381616527,0.0208339341039968,0.00556787583803896,0.0156957424068081,50502.8678724987
2.0619,0.489465148489708,1,0.00267128104371402,0.0220003987984066,0.00256410449992407,0.0161949121737559,95760.9671012614
2.0446,0.812078978974351,1,0.0250018403427246,0.0276602168199831,0.0151389624050752,0.0111098894315413,118316.848763736
2.0375,0.680858953031792,0,0.00466720824907307,0.0191103526905972,0.00389667112919467,0.0121192209344713,50280.4352697064
2.0625,0.595660926533307,1,0.00133389273673353,0.00113447250822407,0.00133389273673353,0.00113447250822407,25535.57057169
2.0669,0.686790797484679,1,0.00305936872726418,0.0158515007497434,0.00295769831344849,0.0140321547926678,61016.0080945172
2.0503,0.544897325000423,0,0.00831694126977709,0.0166104367753955,0.00738732300364964,0.0103655320522429,84827.2900672038
2.0423,0.58765777383655,1,0.00143104094903594,0.0223130785849871,0.00119882061747761,0.017413394666406,17817.3033143884
2.0692,0.556161295072281,1,0.0119070545134521,0.0162742698732036,0.0110312982192101,0.0130105229953916,104422.386338655
2.0526,0.525674611619815,1,0.00333625965592796,0.00597679498464741,0.00333625965592796,0.00597679498464741,62625.350499192
2.0826,0.698495399574341,1,0.00460920324515552,0.0228294982010101,0.00375668398277921,0.0113641219874306,82668.9469664045
2.0612,0.543637842408886,1,0.0136092322299165,0.0199144403534153,0.0106460790029721,0.0141714831400197,133546.351994058
2.0583,0.515882366054999,0,0.00230865926543758,0.0139632674660283,1.67204609651088e-14,0.013093763305021,26420.2447405788
2.056,0.813322223951441,1,0.0137801972693462,0.0349817168050571,0.0119704780932667,0.0255470208499609,93552.1173984883
2.0454,0.814058036717408,1,0.00927161079143781,0.0125931967380325,0.00899734707577713,0.012667531352467,166351.568189888
2.0398,0.638251373000097,0,0.00338693106806931,0.0124619091139506,0.00347916005749886,0.00723458553781851,21129.2014329988
